ID	appareils_refrigerateur	appareils_machine_linge	appareils_seche_linge	appareils_lave_vaisselle	appareils_ordinateurs	nombre_voitures	travail_voiture	travail_moto	travail_transports_en_commun	travail_velo_marche	travail_train	transports_lents	transports_peu_accessibles	transports_peu_confortables	transports_peu_surs	transports_couteux	critere_origine	critere_biologique	achat_supermarche	achat_boutique	achat_reseaux_locaux	achat_marche	quotidien_lumieres	quotidien_machine_pleine	quotidien_lav_temperature	affirmations_terre_limitee	affirmations_env_modifiable	affirmations_desastre	affirmations_ingeniosite	affirmations_env_malmene	affirmations_droit	affirmations_crise_exageree	affirmations_crise_majeure	enjeu_climat	enjeu_air	enjeu_dechets	enjeu_eau	enjeu_disparition_especes	enjeu_pesticides	enjeu_centrales_nucleaires	enjeu_dechets_nucleaires	enjeu_ondes	actions_entreprises	actions_citoyens	actions_pouvoirs_publics	engagement_produits	engagement_impots	engagement_temps	politique_gauche_droite	habitat_TUU2014	demo_sexe	demo_diplome	demo_revenus	demo_age	ponderation
504	2	1	2	1	2	3	2	2	2	2	2	9	9	9	9	9	2	2	2	1	3	3	2	3	3	5	5	2	5	2	2	3	2	2	2	2	2	1	2	2	2	2	3	3	3	2	2	3	9	2	1	1	77	5	2.96142703395304
505	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	3	2	1	2	2	2	4	2	3	1	1	3	1	2	1	2	1	2	2	2	1	2	3	3	3	2	2	2	4	3	2	3	11	3	0.833071563620932
506	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	3	2	2	3	4	4	1	3	2	2	3	2	3	2	2	1	2	2	1	1	1	2	1	1	1	1	2	2	2	1	2	2	7	0	1	1	10	1	4.19278833518147
507	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	3	3	2	1	3	3	1	1	2	3	3	2	3	2	1	4	2	2	2	3	2	2	2	3	2	3	3	3	3	3	3	2	88	0	2	1	11	4	0.769835919388425
508	2	1	2	1	1	3	2	2	2	1	2	2	2	2	2	2	1	1	3	1	2	2	1	1	1	2	4	2	2	1	1	4	1	1	1	1	1	1	1	1	1	3	3	3	3	1	3	1	4	0	2	4	11	1	0.917428057986044
509	2	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	1	1	1	3	2	3	1	1	4	1	1	2	1	2	1	2	1	1	2	3	3	3	1	1	1	4	2	1	3	11	3	0.58984312576358
510	2	1	1	1	3	4	2	2	2	1	2	2	2	2	2	1	3	4	2	4	4	4	1	1	4	5	4	1	5	1	1	4	1	1	1	1	1	1	1	1	1	3	3	3	3	2	3	4	5	2	2	2	88	1	2.36207030563372
511	2	1	2	1	3	3	1	2	2	2	2	2	2	2	2	2	4	3	2	3	3	3	1	2	3	5	4	2	3	2	2	3	5	2	2	3	1	3	2	4	4	3	3	3	3	2	3	1	11	3	1	3	7	2	0.82424555894341
512	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	3	3	1	1	3	1	4	1	3	1	2	4	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	3	2	2	3	9	3	0.469690380291949
513	2	1	2	2	1	1	2	2	1	2	2	9	9	9	9	9	2	3	2	2	4	4	1	1	2	4	4	2	2	2	2	2	3	3	1	2	1	2	1	3	3	2	2	2	2	2	2	2	5	3	1	2	6	3	1.62565735032619
514	2	1	2	2	2	1	2	2	1	2	2	9	9	9	9	9	2	3	2	3	3	2	1	1	1	2	3	2	2	2	2	2	2	2	1	2	2	2	1	3	3	2	3	3	3	2	3	2	6	3	2	2	3	1	0.892881694651427
515	2	1	2	1	4	4	1	2	2	2	2	2	1	2	2	2	3	3	2	1	3	3	1	2	3	3	4	2	3	2	1	3	5	1	1	1	1	1	1	2	1	2	3	3	3	3	3	3	5	1	2	1	77	2	0.82595892622237
516	2	1	2	2	1	2	2	2	1	1	2	9	9	9	9	9	4	4	2	3	4	2	1	1	1	1	4	1	3	1	1	4	1	2	1	1	1	1	2	2	2	2	3	3	3	4	4	2	6	3	2	1	5	3	1.71693929751838
517	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	3	2	3	4	4	1	2	1	1	4	2	3	1	2	4	2	2	3	2	2	1	1	3	3	3	3	3	3	2	3	2	6	0	1	3	11	2	0.174574999070581
518	2	1	1	1	1	2	2	2	1	2	2	9	9	9	9	9	4	2	2	3	4	4	2	2	2	2	4	1	3	1	2	4	1	2	2	3	2	2	3	2	2	3	3	2	3	2	3	2	3	3	2	2	11	2	0.943512133673267
519	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	3	2	2	2	3	3	1	1	3	3	4	1	2	2	1	3	2	2	1	2	2	2	3	2	2	2	3	3	3	2	3	3	3	3	1	1	11	4	0.851515955459615
520	2	1	1	1	3	2	2	2	2	1	2	2	2	2	2	2	4	3	2	1	3	3	2	4	2	2	4	2	2	1	2	2	1	2	2	2	2	2	2	2	2	4	3	3	3	2	2	3	4	2	2	1	10	4	0.997156377241724
521	2	1	2	2	2	1	2	2	1	1	2	9	9	9	9	9	2	2	1	1	1	1	1	2	1	2	3	1	2	2	1	3	2	2	1	2	1	1	2	1	1	2	3	3	3	2	4	1	10	5	2	2	11	2	1.79305242634541
522	2	1	1	1	3	2	1	2	2	2	2	2	1	2	2	2	4	4	3	3	4	4	1	1	1	1	4	2	1	1	1	4	1	2	2	1	1	1	2	2	1	2	3	3	3	4	4	3	9	0	1	1	9	2	0.412206694061169
523	2	1	2	1	3	2	1	2	2	2	2	2	1	2	2	2	1	3	2	3	3	4	1	2	2	2	3	1	2	2	1	3	1	2	1	2	1	2	2	3	1	2	3	2	3	3	3	2	9	0	2	2	6	5	0.280798409622097
524	3	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	1	1	2	1	2	3	1	1	2	2	3	1	3	1	1	4	1	2	2	2	2	1	2	1	1	2	3	3	3	1	2	1	4	3	2	3	11	2	0.0781473425431973
525	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	2	3	3	1	1	3	1	1	2	2	4	1	2	1	1	4	1	2	2	2	2	2	2	2	2	2	3	3	3	2	4	1	9	3	2	3	13	2	0.887396976664281
526	2	1	1	1	3	3	1	1	2	2	2	2	2	2	2	2	1	2	2	3	1	3	1	1	2	2	4	1	4	1	1	4	1	1	1	1	1	1	1	2	1	1	3	3	3	2	3	1	6	1	1	2	11	2	0.980128477077846
527	2	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	1	2	1	2	3	3	1	1	2	1	4	1	2	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	1	2	1	11	0	2	4	77	3	0.171958373883246
528	3	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	2	3	2	4	4	3	1	2	2	3	3	2	3	1	2	3	2	2	2	2	2	2	2	2	2	3	3	4	4	2	3	2	5	1	2	3	11	1	1.52931095491344
529	3	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	4	4	3	4	4	4	2	1	4	3	3	2	2	2	3	2	3	3	3	3	2	2	2	1	1	2	3	2	3	4	4	3	8	5	2	3	12	2	2.05469713906267
530	3	1	1	1	2	2	2	2	2	2	2	9	9	9	9	9	2	2	2	1	2	3	1	1	1	1	3	1	2	2	1	3	2	1	1	1	2	2	1	2	1	3	3	3	3	2	2	1	8	1	1	4	10	5	0.807294809345324
531	2	1	2	1	2	2	2	2	1	1	2	9	9	9	9	9	3	2	1	3	3	3	1	1	3	3	3	2	2	2	1	4	2	2	1	2	2	1	2	1	1	2	3	3	3	2	2	1	7	5	1	3	11	4	0.824445571391266
532	2	1	2	2	6	1	2	2	2	1	2	2	2	2	2	2	3	3	2	2	4	2	1	5	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	4	4	2	4	0	2	1	5	3	0.681741280876169
533	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	1	2	2	1	3	2	1	1	1	5	4	2	5	2	2	3	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	8	3	2	1	6	1	3.5868930487117
534	2	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	1	1	3	3	2	2	1	1	2	1	4	1	4	1	1	4	1	1	1	1	1	1	1	2	1	2	3	3	3	2	3	1	4	0	2	2	8	4	0.703736236583411
535	2	1	1	1	1	4	1	2	1	2	1	9	9	9	9	9	1	1	3	1	1	2	1	1	1	1	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	5	2	2	1	12	4	0.0708207774110733
536	2	1	1	2	6	1	2	2	2	2	2	2	2	2	2	2	3	3	1	1	4	2	1	3	3	4	3	2	3	2	2	2	2	2	2	2	2	2	5	2	2	2	1	3	1	3	3	3	4	1	1	1	4	1	1.06063796661387
537	2	1	1	1	2	2	2	2	2	2	2	9	9	9	9	9	4	4	3	4	4	4	1	2	4	5	2	3	2	2	5	3	5	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	88	3	1	1	6	1	7.52233064591717
538	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	3	3	2	2	3	4	1	2	2	3	2	2	3	2	2	3	5	2	2	2	2	2	1	1	1	2	3	3	3	3	3	2	6	3	2	4	6	2	0.318925638450018
539	3	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	3	3	2	3	4	3	1	2	3	2	2	3	2	2	2	5	1	1	1	3	2	3	2	3	2	4	3	3	3	2	2	3	8	5	1	4	13	5	2.25739573168728
540	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	4	2	3	3	3	1	1	2	2	3	2	2	2	2	3	2	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	8	2	2	3	6	3	0.487194930631394
541	2	1	2	1	1	2	1	2	1	2	2	9	9	9	9	9	3	3	3	3	4	4	2	1	1	3	2	3	1	2	3	3	3	2	2	2	2	3	3	4	3	4	2	2	2	4	3	2	9	2	1	4	12	1	0.214911358831658
542	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	3	2	1	2	1	2	4	1	3	1	2	4	1	1	1	2	2	2	2	3	3	3	3	3	3	2	3	2	4	2	1	4	11	1	0.77209671445503
543	2	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	1	1	2	1	1	2	2	1	2	2	4	3	3	1	3	4	2	2	2	2	2	3	2	1	1	3	3	3	3	1	2	2	4	3	1	4	12	4	0.298638665201762
544	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	1	1	3	1	1	1	1	1	1	1	4	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	3	0	2	2	77	5	0.372929734786074
545	2	1	1	1	3	4	1	2	2	2	2	2	1	2	1	2	1	3	1	3	3	3	1	1	1	2	3	3	2	2	2	1	3	3	2	2	2	2	1	4	3	4	3	2	3	4	4	1	9	1	2	2	12	4	0.030087570045609
546	3	1	2	1	1	2	1	2	1	1	1	9	9	9	9	9	1	3	3	1	1	3	1	1	1	3	4	1	3	2	1	3	2	2	1	2	1	2	2	3	2	3	3	3	3	2	3	2	6	1	2	3	10	3	0.466975513738372
547	2	1	2	1	1	2	2	2	1	2	1	9	9	9	9	9	3	3	2	2	4	2	1	2	2	2	3	2	2	2	2	3	2	2	2	3	2	2	2	4	3	3	3	3	3	2	3	2	9	5	1	4	12	4	0.10891687073823
548	2	1	1	2	1	2	2	2	2	2	2	6	6	6	6	6	3	3	2	1	3	3	1	3	3	5	3	3	3	2	1	5	5	3	2	2	2	3	3	3	3	3	3	3	3	3	2	2	5	3	1	1	11	3	0.701930010699547
549	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	3	2	1	4	4	1	1	2	2	3	2	3	2	1	3	2	2	2	2	2	1	2	2	2	3	3	3	3	3	2	2	7	5	2	2	6	3	1.10054814732746
550	2	1	2	1	4	2	1	2	2	1	2	1	1	2	2	2	3	3	1	1	2	3	1	2	1	2	1	1	2	1	1	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	1	2	3	1	2	9	4	0.450898300137051
551	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	2	4	2	3	2	3	1	1	2	1	4	2	2	2	2	5	2	4	3	2	2	2	1	3	3	4	3	3	3	3	4	2	7	0	1	1	11	5	0.462678209673573
552	3	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	1	3	2	2	3	3	1	1	1	5	4	4	4	4	1	3	1	2	1	1	2	2	1	2	1	2	3	3	3	3	3	1	88	1	2	1	9	5	0.249972224294875
553	2	1	1	1	2	1	2	1	1	2	2	9	9	9	9	9	3	2	3	3	4	3	1	1	3	3	3	1	3	1	1	4	1	2	2	2	2	1	2	1	1	2	3	3	3	5	5	2	2	2	2	1	3	2	1.23340032468989
554	2	1	2	1	1	1	2	2	1	2	2	9	9	9	9	9	3	5	1	1	4	2	1	2	2	5	2	2	5	2	2	5	5	3	2	3	2	2	1	5	5	5	3	3	3	2	3	2	2	1	2	1	7	3	0.308529294764853
555	2	1	1	1	6	2	1	2	2	2	2	2	1	2	2	2	3	3	2	2	4	3	1	2	1	4	2	1	3	1	1	3	2	1	1	2	1	2	2	2	1	1	4	3	4	3	4	1	6	0	2	1	10	2	0.168987669109113
556	2	8	8	8	6	2	2	2	2	1	2	2	2	2	2	2	2	2	3	1	2	1	1	9	1	2	3	2	2	1	1	3	2	2	2	1	1	1	1	2	1	1	3	3	3	2	2	2	9	5	1	1	88	5	1.24887773971471
557	3	1	1	1	6	3	1	2	2	1	2	2	1	2	2	2	1	3	3	2	3	2	1	1	1	5	3	1	2	2	1	3	3	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	3	2	2	3	11	3	0.0319287000846272
558	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	3	3	2	4	4	4	1	1	1	2	3	2	2	2	1	3	2	2	1	1	2	3	3	2	2	1	2	3	3	3	4	2	7	5	2	4	9	2	0.501935708436029
559	2	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	1	2	1	2	3	2	1	2	3	2	3	2	3	1	2	3	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	5	2	1	4	12	4	0.612005472340871
560	3	1	1	1	2	4	1	2	2	2	2	2	2	2	2	2	4	4	1	3	3	4	1	3	2	3	4	2	2	1	1	2	3	3	2	1	1	2	2	1	1	3	3	2	3	2	3	2	6	0	2	3	12	2	0.174079589303633
561	3	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	3	3	2	2	3	4	2	2	2	1	4	2	3	2	1	3	2	2	2	2	2	1	2	3	2	3	3	3	3	2	2	2	8	3	1	1	11	2	2.04198259189896
562	2	1	2	2	1	2	2	2	2	2	2	9	9	9	9	9	1	3	2	1	4	3	1	2	2	1	3	2	5	1	1	3	2	2	1	1	1	1	2	2	1	3	3	3	3	2	3	2	10	2	2	1	9	5	0.94921050820758
563	2	1	2	1	2	2	1	2	2	1	2	2	1	2	2	2	1	1	2	4	3	3	2	2	2	2	4	2	5	2	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	6	3	2	4	12	2	0.669731812566077
564	3	1	2	1	2	4	1	2	2	2	2	2	1	2	2	2	3	3	2	3	3	3	1	1	2	2	4	2	2	2	2	3	2	2	2	2	3	3	2	3	3	5	3	3	3	2	2	2	6	1	1	1	5	2	0.591354508764355
565	2	1	1	1	3	4	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	5	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	3	2	2	1	1	1	9	3	0.108690360227429
566	2	1	2	1	1	2	1	2	2	1	2	2	1	2	2	2	1	1	2	1	2	3	1	2	1	2	4	2	3	1	1	4	2	2	1	2	2	2	1	2	2	2	3	3	3	1	1	2	8	2	2	4	12	4	0.155645711549779
567	2	1	2	1	2	3	1	2	2	1	2	1	2	2	2	1	1	2	1	1	4	4	2	1	2	1	4	1	4	1	1	4	1	1	1	1	2	1	1	2	2	3	3	3	3	2	3	1	8	3	1	4	13	5	0.0811405216235681
568	3	1	2	1	3	4	1	2	2	2	2	2	1	2	2	2	2	3	3	3	2	3	1	4	3	3	4	1	3	2	1	4	2	1	1	1	1	1	1	2	1	2	3	3	3	2	4	2	77	0	1	1	10	4	1.48187636952548
569	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	2	3	3	2	2	2	1	1	1	2	3	2	3	1	1	3	1	2	2	1	1	2	1	2	1	2	3	3	3	2	2	2	5	3	1	3	12	2	1.10077145788203
570	3	1	2	1	2	4	1	2	2	2	2	2	1	2	2	2	3	3	2	1	3	3	1	1	3	3	4	2	1	2	2	2	3	3	2	2	2	2	1	2	1	4	3	3	4	2	3	1	2	0	1	1	11	5	1.55623288545684
571	3	1	2	1	4	3	1	1	2	2	2	2	1	2	2	2	3	3	1	4	4	4	1	1	4	4	4	2	3	4	1	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	2	5	0	1	2	12	1	0.574734860192441
572	2	1	2	2	6	3	1	2	2	2	2	2	2	2	2	2	3	3	2	3	3	3	1	2	2	2	2	1	5	2	3	2	1	2	1	2	2	1	2	2	2	3	2	9	2	3	3	2	5	1	1	1	6	2	1.64367836023545
573	3	1	2	2	3	2	2	2	1	2	2	9	9	9	9	9	4	2	2	1	4	2	1	1	2	5	3	2	5	2	1	4	2	2	2	2	2	3	2	3	3	3	3	3	3	3	4	2	3	5	1	3	12	2	1.78983049772372
574	3	1	1	1	1	4	1	2	2	2	2	2	2	2	2	2	1	2	3	1	3	3	1	1	1	3	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	3	3	3	1	2	1	6	2	2	4	11	2	0.0535767881283693
575	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	1	1	1	2	4	3	1	1	1	1	4	1	1	1	1	5	1	1	2	1	1	1	2	1	1	1	3	3	3	1	3	1	77	0	2	2	88	1	1.0058335993549
576	3	1	2	1	1	2	2	2	1	1	2	9	9	9	9	9	2	1	1	1	2	2	1	2	2	3	3	2	3	2	3	4	2	2	2	2	2	3	2	3	3	4	3	3	3	2	2	1	4	3	2	4	13	3	0.282235883544328
577	3	1	2	1	2	3	2	2	2	1	2	2	2	2	2	2	2	2	3	1	3	2	2	1	1	3	4	2	3	2	2	3	2	2	2	2	2	1	1	1	1	2	3	3	3	2	3	2	2	5	2	4	13	3	0.149550948508057
578	3	1	2	1	3	2	2	2	1	2	2	9	9	9	9	9	1	3	2	1	3	2	1	1	1	2	4	1	2	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	1	2	1	6	2	2	1	7	3	0.697186734339147
579	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	2	3	2	1	1	1	2	3	2	2	1	2	3	1	1	1	1	1	2	1	1	1	1	3	3	3	2	3	1	8	3	2	3	4	2	0.0335363867114961
580	3	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	5	3	2	1	4	3	2	2	2	5	5	2	2	2	2	3	2	2	1	2	1	1	1	1	1	2	3	3	2	5	5	2	6	0	1	1	11	3	0.714132629185837
581	3	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	2	2	3	2	3	3	1	1	1	3	4	2	3	2	2	3	2	1	1	1	1	1	1	1	1	2	3	3	3	2	2	2	3	2	2	4	12	3	0.469928015790858
582	2	1	2	2	1	2	2	2	2	2	2	9	9	9	9	9	3	3	2	4	3	4	2	1	1	5	3	1	5	1	1	5	1	2	2	2	2	1	2	5	5	5	3	3	3	5	5	5	77	3	2	4	77	2	0.457506910787315
583	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	3	1	1	1	2	1	2	2	4	1	5	1	1	4	1	2	2	1	1	1	1	1	1	5	3	3	3	3	4	1	7	2	2	1	88	4	0.244017780839073
584	2	1	1	1	2	2	2	2	2	2	2	9	9	9	9	9	2	1	3	1	3	1	1	1	1	2	4	1	3	1	1	4	1	2	2	2	2	2	2	1	1	2	3	3	3	1	4	1	6	2	2	2	9	4	0.145128413740659
585	2	1	2	2	6	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	4	3	1	1	2	2	4	1	2	1	1	4	1	2	2	1	2	2	1	1	1	3	3	3	3	2	2	2	6	2	1	1	6	4	0.0363157432933483
586	2	1	2	2	6	2	1	2	2	2	2	1	2	2	2	2	1	1	2	4	4	3	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	4	2	1	2	6	1	0.0723922792866876
587	2	1	1	1	2	3	2	2	2	2	2	2	2	2	2	2	1	3	2	3	3	3	1	2	4	2	4	1	2	2	1	3	2	2	1	2	1	1	2	2	1	2	3	3	3	2	3	2	3	0	2	2	9	2	0.139005568553159
588	3	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	2	1	1	1	3	3	1	1	1	2	3	2	2	1	1	3	2	2	1	1	1	1	1	3	2	2	3	3	3	2	4	1	7	1	1	2	77	4	0.542922379597648
589	3	1	2	1	4	3	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	3	2	3	1	3	1	1	3	2	1	2	2	2	1	2	2	2	2	3	2	3	2	5	2	4	0	2	3	11	3	0.707123033918604
590	2	1	2	1	1	2	2	2	2	2	2	9	9	9	9	9	4	4	1	3	4	3	1	3	3	1	4	1	2	1	1	3	1	2	2	2	1	1	2	3	2	3	3	2	3	2	4	1	8	2	1	1	10	4	0.636354494624187
591	2	1	1	1	1	4	1	2	2	2	2	2	1	2	2	2	1	3	3	1	4	1	1	1	2	1	4	1	3	1	1	4	1	2	2	1	1	1	2	1	1	1	3	3	3	1	2	2	4	0	2	4	11	2	0.475414912551084
592	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	3	4	1	1	3	3	1	2	2	2	2	1	3	2	2	1	3	2	1	2	2	3	3	3	3	3	3	3	3	3	4	2	2	1	2	1	9	4	1.24266733963699
593	2	1	1	1	4	3	1	2	2	2	2	2	1	2	2	2	2	2	2	1	3	3	1	1	1	1	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	4	1	6	1	2	1	8	2	2.1869167206613
594	2	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	3	3	2	3	4	3	1	1	4	3	3	2	2	2	1	2	2	4	3	2	3	2	3	2	2	4	3	2	3	3	4	1	6	1	1	1	10	2	0.349412535480211
595	2	1	2	2	2	4	1	2	2	2	2	2	1	2	2	2	3	3	3	1	4	3	1	1	3	2	3	2	2	2	1	3	2	1	1	1	1	1	1	1	1	3	3	3	3	3	4	2	1	0	1	1	11	2	2.61351250098584
596	2	1	1	1	1	2	2	2	1	2	2	9	9	9	9	9	2	3	1	3	4	2	1	3	2	1	3	1	3	1	1	4	2	1	1	1	1	1	1	2	1	2	3	3	3	2	3	2	9	3	2	2	12	3	0.688538229567601
597	2	1	1	2	6	2	1	2	2	2	2	2	1	2	2	2	3	3	2	1	4	3	1	2	2	4	4	1	3	2	1	2	2	2	1	1	1	1	1	2	1	1	3	3	3	3	4	2	4	2	2	2	8	3	0.14393900173482
598	3	1	2	1	8	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	3	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	6	0	1	3	77	2	0.575906747529471
599	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	1	3	3	3	1	4	4	1	2	1	1	4	1	4	1	1	4	1	1	3	1	1	1	3	2	2	3	3	3	3	2	2	2	4	2	2	4	7	1	1.82370444133517
600	2	1	2	2	1	1	2	2	2	1	2	1	2	2	2	2	3	3	2	4	4	4	1	2	2	3	3	2	2	1	1	3	2	2	1	1	2	2	2	3	2	3	3	3	3	2	2	2	4	5	1	4	11	1	0.385500229422407
601	3	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	1	3	3	2	3	2	1	1	2	2	4	1	3	1	1	3	3	2	2	1	2	2	1	2	1	2	3	3	3	2	3	2	8	5	2	1	12	4	3.10152057572188
602	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	2	3	1	2	3	3	1	1	1	3	2	2	2	1	2	4	2	2	2	3	2	1	2	3	3	3	3	3	3	2	3	2	7	1	1	4	9	3	0.451169005423715
603	3	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	3	3	2	2	4	3	1	2	2	1	5	3	2	1	1	2	2	2	2	3	2	1	4	2	2	3	3	3	2	5	5	1	6	2	1	3	77	1	3.43420366316314
604	2	1	1	2	4	4	1	2	2	2	2	2	2	2	2	1	3	3	2	1	4	2	1	1	3	4	4	2	2	2	1	4	5	3	2	3	1	3	1	2	2	3	2	3	3	4	4	2	6	2	1	1	11	3	1.5526317296402
605	4	8	8	8	6	2	2	2	1	2	2	9	9	9	9	9	3	3	2	2	3	2	2	3	4	3	3	2	3	2	2	2	3	2	3	3	2	1	2	2	1	2	3	2	2	3	3	2	5	5	1	2	7	2	0.134664119947505
606	3	1	1	2	6	2	2	2	2	2	2	9	9	9	9	9	1	2	3	2	2	3	1	2	2	2	3	2	4	1	1	3	2	2	1	1	2	2	1	2	1	3	3	3	3	2	3	2	8	0	2	1	5	4	0.418681100000234
607	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	1	2	1	2	4	4	1	1	1	3	4	1	2	1	1	4	1	1	1	1	1	1	1	2	1	1	3	3	3	1	2	1	10	0	2	1	10	5	1.7305092678389
608	2	1	2	1	1	3	1	2	2	2	2	2	1	2	2	2	1	1	3	2	3	3	2	2	4	2	3	1	5	1	1	4	2	2	2	2	1	1	1	2	2	3	3	3	3	1	3	2	3	2	1	3	11	2	1.02616706150075
609	2	1	1	1	2	3	2	1	2	2	2	1	2	2	2	2	2	3	3	2	4	2	1	1	1	1	4	2	3	1	1	4	1	2	2	1	1	2	1	2	1	2	3	3	3	2	3	2	10	2	1	2	12	3	0.772306721651728
610	3	1	1	1	4	4	1	2	1	2	1	9	9	9	9	9	2	2	2	3	3	3	1	1	2	2	4	1	3	1	1	3	1	2	1	1	1	2	1	2	1	2	3	3	3	3	4	2	7	0	1	1	11	4	1.14018799925061
611	2	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	3	1	1	1	1	4	4	3	4	4	4	1	2	1	2	1	2	1	2	1	2	3	3	3	1	1	2	8	0	1	4	11	3	0.208015030525759
612	2	1	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	1	3	3	1	1	1	3	4	2	3	1	1	4	1	1	1	1	1	1	1	2	2	3	3	3	3	2	3	2	8	2	2	3	13	3	0.0826122896801767
613	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	2	3	2	1	4	3	1	5	5	3	3	2	3	2	1	3	1	2	2	2	1	1	2	1	1	3	3	3	3	2	2	3	3	2	1	1	11	3	0.176996626164407
614	2	1	1	1	6	2	2	2	2	2	2	9	9	9	9	9	1	2	2	1	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	1	3	2	2	3	3	3	2	2	2	6	2	1	1	9	5	3.56113220323383
615	3	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	3	3	2	1	3	3	1	1	1	3	3	2	2	2	1	3	3	3	2	2	2	3	3	3	3	2	3	3	3	3	3	3	6	3	1	3	13	2	1.52499964238044
616	2	1	2	2	3	2	1	2	1	2	2	9	9	9	9	9	1	2	2	2	3	2	1	2	2	4	4	2	3	1	2	3	2	1	1	2	1	1	1	1	1	1	3	3	3	2	2	2	6	3	1	3	5	3	0.851385772769927
617	3	1	2	1	1	2	2	2	2	2	2	9	9	9	9	9	3	3	3	3	4	3	1	2	4	1	3	2	2	2	2	3	2	1	2	2	2	2	2	2	1	2	2	3	3	3	4	2	9	2	2	1	11	5	1.29332171975717
