ID	appareils_refrigerateur	appareils_machine_linge	appareils_seche_linge	appareils_lave_vaisselle	appareils_ordinateurs	nombre_voitures	travail_voiture	travail_moto	travail_transports_en_commun	travail_velo_marche	travail_train	transports_lents	transports_peu_accessibles	transports_peu_confortables	transports_peu_surs	transports_couteux	critere_origine	critere_biologique	achat_supermarche	achat_boutique	achat_reseaux_locaux	achat_marche	quotidien_lumieres	quotidien_machine_pleine	quotidien_lav_temperature	affirmations_terre_limitee	affirmations_env_modifiable	affirmations_desastre	affirmations_ingeniosite	affirmations_env_malmene	affirmations_droit	affirmations_crise_exageree	affirmations_crise_majeure	enjeu_climat	enjeu_air	enjeu_dechets	enjeu_eau	enjeu_disparition_especes	enjeu_pesticides	enjeu_centrales_nucleaires	enjeu_dechets_nucleaires	enjeu_ondes	actions_entreprises	actions_citoyens	actions_pouvoirs_publics	engagement_produits	engagement_impots	engagement_temps	politique_gauche_droite	habitat_TUU2014	demo_sexe	demo_diplome	demo_revenus	demo_age	ponderation
1829	3	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	2	1	2	1	1	1	2	1	2	5	4	2	4	1	2	4	2	2	2	2	2	1	1	2	1	3	3	3	3	1	2	1	3	2	1	3	10	4	0.0278548421965614
1830	2	1	1	1	1	4	2	2	2	2	2	9	9	9	9	9	1	1	2	2	3	3	1	1	1	2	3	2	2	2	2	2	2	3	2	2	2	3	2	3	3	3	3	3	3	2	3	2	9	2	1	1	10	5	0.501243600028714
1831	2	1	2	2	6	1	2	2	2	1	2	1	2	1	1	1	1	1	3	3	2	2	1	2	3	3	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	2	1	5	2	4	4	2	1.29174221244036
1832	2	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	1	2	1	3	4	3	1	1	1	2	4	2	2	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	4	1	1	4	12	4	0.224209847107513
1833	2	1	2	2	3	4	1	2	2	2	2	2	1	2	2	2	2	2	3	1	2	3	1	1	1	4	3	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	4	2	3	0	2	2	9	4	0.554405361161782
1834	2	1	2	1	1	2	2	2	1	1	2	9	9	9	9	9	1	1	3	1	1	1	1	2	3	1	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	1	1	1	4	3	2	4	13	4	0.763833505050149
1835	3	1	1	1	2	3	1	2	2	2	2	1	2	2	2	2	3	4	1	4	4	4	1	3	2	4	2	3	2	4	1	2	2	3	2	2	2	3	3	3	3	3	3	2	1	4	4	2	10	3	2	4	77	4	1.59577666474351
1836	3	1	1	1	4	3	1	2	2	2	2	2	1	2	2	2	1	2	1	2	3	2	1	1	2	5	4	1	5	2	1	3	5	2	2	1	1	1	1	2	2	2	3	3	3	2	2	2	2	0	2	1	9	3	2.92660766754437
1837	2	1	2	1	3	3	1	2	2	2	2	1	2	2	2	2	3	3	2	2	3	2	1	1	3	2	4	2	4	2	2	4	1	1	2	3	2	2	2	3	3	4	3	3	3	1	2	2	8	2	1	3	12	2	0.699201911398568
1838	2	1	2	2	6	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	3	3	1	2	1	3	4	2	2	2	2	3	2	2	2	2	2	1	2	1	1	2	3	3	3	2	3	2	1	0	1	2	8	1	1.79924608935592
1839	3	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	1	2	1	1	4	2	1	1	2	2	3	2	2	1	1	2	2	2	1	2	1	2	1	2	1	2	3	3	3	3	3	2	10	1	2	1	9	5	1.50321909674381
1840	2	2	2	2	6	2	2	2	1	2	2	9	9	9	9	9	2	3	2	3	4	4	1	2	2	3	4	2	2	1	1	5	1	1	1	2	2	1	2	2	1	3	3	3	3	1	4	1	6	5	2	2	9	3	2.00309834958009
1841	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	2	4	3	3	4	3	1	1	3	1	3	1	3	1	1	3	1	2	2	2	2	2	1	2	2	3	3	2	3	2	2	2	8	0	1	1	77	1	0.357743991889357
1842	3	1	1	1	1	4	1	1	2	2	2	2	1	2	2	2	4	3	2	1	4	5	1	1	4	5	2	2	2	5	2	2	2	2	1	2	1	2	3	3	1	3	3	3	3	4	4	5	6	0	1	2	12	1	1.40515732718499
1843	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	1	4	2	4	4	4	1	1	1	1	3	1	3	1	1	3	1	1	1	1	1	1	2	2	1	1	3	3	3	4	4	1	7	0	2	1	9	5	0.680903409968357
1844	3	1	2	1	1	3	1	2	2	2	2	2	1	2	2	2	2	1	3	2	2	2	1	1	1	4	4	1	5	1	1	5	1	1	1	1	1	1	1	3	1	2	3	3	3	2	2	1	5	3	2	4	12	2	0.0527835483173093
1845	3	1	2	1	1	2	2	2	2	2	2	9	9	9	9	9	2	1	2	2	1	1	1	1	1	1	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	2	1	6	1	1	1	11	4	1.14266280133701
1846	2	1	1	1	2	1	1	2	2	2	2	2	1	2	2	2	3	3	3	3	4	4	1	1	1	2	3	2	2	2	3	2	3	2	2	1	2	2	1	2	1	3	3	2	3	2	4	1	4	1	2	1	8	3	0.491209932617081
1847	2	1	2	1	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	4	2	3	1	1	4	2	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	3	3	1	2	11	5	0.661816070898157
1848	2	1	1	1	3	4	1	2	2	2	2	2	2	2	2	2	2	3	1	1	3	2	1	5	5	5	3	2	2	2	2	5	3	3	3	2	2	2	1	3	2	3	3	3	3	2	3	2	9	2	1	4	11	5	0.566387608488267
1849	2	1	2	1	1	3	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	1	1	1	3	2	3	4	1	1	4	1	1	1	1	2	1	1	1	1	2	3	3	3	1	2	2	1	1	2	4	12	1	0.534870869701761
1850	2	1	2	2	1	2	1	2	1	1	2	9	9	9	9	9	2	1	1	1	2	3	1	1	2	1	4	2	2	1	1	4	2	1	1	1	1	1	1	2	2	2	3	3	3	3	3	1	6	3	1	1	6	2	0.979867165090812
1851	2	1	1	1	1	3	1	2	2	1	2	2	1	2	2	2	1	2	2	1	3	2	1	1	1	3	4	1	3	2	1	4	2	2	1	2	1	2	2	2	2	2	3	3	3	4	4	2	5	3	2	3	11	4	0.605608424912633
1852	2	1	1	2	2	3	1	1	2	1	2	2	1	2	2	2	3	2	2	3	3	3	1	2	2	3	4	2	2	1	1	3	2	2	1	1	2	1	2	2	1	3	3	3	3	3	2	1	3	3	1	2	11	3	0.260969958664616
1853	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	4	4	2	1	1	1	2	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	1	6	1	2	2	11	1	0.923234409064289
1854	2	1	1	1	1	3	1	2	1	1	2	9	9	9	9	9	1	3	2	1	3	1	2	3	3	3	4	1	5	1	1	3	2	1	1	1	1	1	1	2	2	3	3	3	3	2	4	1	3	3	1	1	11	4	1.26263342274356
1855	2	1	2	2	1	2	2	2	2	2	2	6	6	6	6	6	2	4	2	3	4	3	1	5	4	4	4	4	2	1	1	4	2	2	2	1	2	2	1	2	1	3	3	3	3	3	4	1	2	2	1	3	3	3	0.857010822867012
1856	3	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	2	2	1	1	2	2	3	3	2	2	4	2	2	2	3	3	2	2	1	2	2	2	1	2	1	2	3	3	3	1	2	2	6	0	1	2	77	5	0.842629352007583
1857	3	1	1	1	4	3	2	2	2	2	2	2	1	2	2	2	2	4	1	2	3	3	1	1	2	3	4	3	4	3	1	4	2	2	2	2	2	2	2	2	2	3	3	3	3	2	4	1	3	0	2	3	12	3	0.67428649292473
1858	2	1	2	1	3	4	1	2	2	1	2	2	1	2	2	2	1	1	3	2	2	2	1	1	1	2	3	2	3	2	1	3	1	2	1	1	1	2	1	1	1	2	3	3	3	2	2	1	6	1	2	1	11	3	0.934888336590455
1859	2	1	1	1	3	3	1	1	2	2	2	2	1	2	2	2	3	3	2	2	3	2	1	1	1	2	3	2	3	2	2	3	2	2	2	1	2	2	1	1	1	2	3	3	3	2	2	2	6	0	1	1	11	3	0.0450905241758792
1860	3	1	1	1	3	3	2	2	2	2	2	9	9	9	9	9	1	2	2	1	3	2	1	3	1	2	4	2	5	1	2	2	2	3	2	2	1	2	1	3	3	2	3	3	3	3	3	4	4	1	1	1	77	4	1.35994072591736
1861	2	1	1	2	1	3	2	2	2	2	2	9	9	9	9	9	3	3	2	4	4	3	2	2	3	4	2	2	1	3	2	2	3	4	3	3	2	3	2	4	4	4	2	3	1	4	4	2	5	0	1	2	9	5	1.51828621822945
1862	2	1	2	1	2	3	1	2	2	2	2	2	2	2	2	1	2	1	2	1	3	4	1	1	2	2	3	2	1	1	1	4	1	2	2	1	2	1	1	2	1	2	3	3	3	2	3	2	6	3	2	4	11	1	1.31219896668505
1863	2	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	3	3	2	2	4	3	1	1	1	3	3	2	3	2	2	3	5	2	2	2	2	2	2	3	3	3	3	3	3	2	3	2	4	3	1	4	10	2	0.444546549838309
1864	3	1	1	1	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2	1	3	3	1	1	1	2	3	1	3	1	1	3	2	2	2	2	2	1	2	3	2	3	3	3	3	2	3	2	7	1	1	3	11	1	1.70277441348234
1865	3	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	3	3	1	3	3	1	1	1	3	4	2	3	2	2	3	2	1	1	1	1	2	1	2	1	3	3	3	3	3	3	1	4	2	2	3	11	2	0.738670493576776
1866	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	1	4	2	2	3	3	1	1	2	1	3	2	2	1	2	2	2	1	2	2	2	1	1	3	2	2	3	3	3	2	3	2	9	3	1	4	9	1	1.69860550775421
1867	2	1	2	1	2	2	2	2	1	2	2	9	9	9	9	9	1	2	2	1	3	2	1	1	1	3	2	2	2	2	5	4	1	1	1	1	1	2	5	2	1	2	3	3	3	5	5	2	7	3	1	4	13	3	0.503155603328093
1868	3	1	1	1	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	3	4	4	1	1	3	3	3	2	5	1	1	3	2	2	2	3	1	2	2	3	2	3	3	3	2	3	4	2	3	0	2	2	9	1	0.197657660032787
1869	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	4	4	1	4	4	3	1	1	1	3	3	2	2	2	2	4	3	3	4	4	3	3	3	3	3	3	3	3	1	4	4	3	6	0	1	1	10	2	0.29415820936543
1870	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	3	4	2	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	2	3	3	3	2	3	2	7	3	2	2	6	2	0.374913119902744
1871	2	1	2	1	1	2	2	2	1	2	2	9	9	9	9	9	2	1	1	3	3	1	1	1	1	2	4	2	2	2	1	4	2	2	1	2	2	1	1	2	2	3	3	3	3	2	2	2	4	5	1	4	11	5	1.58201273356588
1872	2	1	1	1	1	3	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	4	2	1	3	3	3	2	3	2	1	3	5	3	2	1	2	2	1	3	1	2	3	3	3	2	4	2	8	0	2	4	12	2	0.449665400292814
1873	2	1	2	1	2	1	2	2	1	1	2	9	9	9	9	9	1	2	2	3	3	3	1	2	1	3	2	2	4	1	1	4	1	1	3	1	1	1	2	3	1	4	3	3	3	9	9	9	3	3	1	4	6	1	0.554630334139794
1874	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	4	4	1	4	4	4	1	1	2	2	3	1	2	1	1	2	2	2	3	2	1	1	2	2	1	3	3	3	4	4	4	1	9	5	2	1	9	5	3.55421452544169
1875	2	1	2	1	4	4	1	2	2	2	2	2	1	2	2	2	5	5	2	4	4	1	2	3	2	5	4	2	5	2	2	5	2	2	2	3	2	2	1	1	1	3	4	4	4	2	3	1	77	2	1	1	9	1	4.15635448291091
1876	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	1	1	4	3	1	4	4	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	5	3	1	3	12	4	0.569044011832786
1877	3	1	1	1	1	3	2	1	2	2	2	2	2	2	2	2	3	2	2	3	3	3	1	1	1	2	3	2	5	2	2	3	1	2	2	3	2	3	2	3	3	3	3	2	3	3	3	2	8	3	1	4	13	2	0.106833263110549
1878	2	1	1	2	2	3	1	2	2	2	2	2	2	2	2	2	2	3	2	3	4	4	1	1	1	5	3	2	3	2	1	4	2	1	1	1	2	2	2	1	1	1	3	3	3	2	2	2	9	2	2	2	11	1	3.76875397366826
1879	3	1	1	1	2	4	1	2	2	2	2	2	2	2	2	2	1	3	3	1	4	3	1	1	2	5	3	2	2	2	2	5	5	3	3	4	3	3	3	3	3	4	4	3	3	4	4	1	88	0	2	1	10	2	0.344039318352576
1880	2	1	2	1	3	4	1	2	2	2	2	2	1	2	2	2	3	4	1	2	4	3	2	2	1	3	2	2	2	3	2	2	3	3	2	3	2	2	4	3	4	3	2	2	2	3	3	2	7	0	2	4	12	2	0.452901050705518
1881	2	1	2	2	1	2	2	2	2	2	2	9	9	9	9	9	1	2	1	3	3	2	1	1	1	2	4	1	3	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	3	0	1	1	9	5	2.37777617033704
1882	2	2	1	1	6	2	2	1	2	2	2	2	2	2	2	1	3	3	3	2	2	3	3	3	3	3	3	2	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	11	1	1	4	77	1	0.470083607877817
1883	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	1	2	2	2	2	3	1	1	2	5	3	2	5	1	1	5	2	1	1	1	1	1	1	1	1	1	3	3	3	2	4	1	77	0	2	1	77	4	2.17640557236122
1884	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	3	3	1	3	4	4	1	1	1	2	4	1	3	1	2	3	2	2	2	2	2	2	2	3	1	3	3	3	3	2	3	3	88	3	1	2	5	2	0.87326744199946
1885	2	1	1	1	2	3	1	2	2	1	2	1	2	2	2	2	1	1	2	2	2	3	1	1	3	2	4	5	4	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	1	1	1	4	3	2	4	10	3	0.438749840345901
1886	2	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	2	2	2	1	3	2	1	2	1	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	3	0	2	1	8	4	0.340853379957525
1887	9	2	1	1	1	3	1	2	2	2	2	2	2	2	2	2	2	3	2	1	3	3	1	1	1	5	5	2	5	5	2	5	2	3	3	1	2	3	3	3	3	3	3	3	3	2	3	2	6	0	2	1	8	4	1.61252538809741
1888	3	1	1	1	2	4	1	2	2	2	2	2	2	2	2	2	3	3	1	1	3	3	1	1	2	5	3	1	3	2	1	3	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	1	1	11	3	1.55634007721173
1889	2	1	2	2	2	3	1	2	2	2	2	2	1	2	2	2	2	4	2	3	3	3	1	1	1	3	3	3	2	3	3	2	3	3	2	2	3	3	2	4	3	4	1	2	3	4	4	2	6	1	1	4	77	4	0.0461415401167316
1890	3	1	2	1	3	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	3	3	1	2	2	5	3	2	2	2	5	3	2	2	2	1	2	2	2	2	1	3	3	3	3	2	2	2	3	2	1	4	11	5	0.530726166472339
1891	1	2	2	2	6	3	1	2	2	2	2	2	1	2	2	2	4	4	3	3	4	4	1	2	2	1	1	1	1	4	2	5	5	1	1	1	1	1	1	1	1	1	3	1	3	4	4	4	11	1	1	1	11	1	2.98229660803594
1892	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	3	2	3	4	3	1	1	3	2	4	1	3	2	1	3	2	2	2	2	1	2	1	1	1	2	3	3	3	2	2	2	3	3	1	3	8	3	0.689371182881955
1893	3	1	1	1	3	3	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	5	4	1	5	1	1	1	2	2	2	2	2	5	3	2	2	4	3	3	3	4	4	1	6	1	1	1	13	5	1.31665550316923
1894	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	3	3	2	1	4	3	1	3	2	3	2	1	2	2	1	2	2	2	1	2	2	3	2	3	2	3	2	3	2	2	3	2	6	1	2	1	9	4	1.33005286984349
1895	2	1	2	2	2	3	2	2	2	2	2	9	9	9	9	9	1	1	1	1	4	3	1	1	1	1	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	6	2	1	1	4	3	0.436999644217423
1896	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	1	1	2	4	2	3	1	1	2	1	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	3	1	7	0	2	3	77	2	0.636758303362073
1897	2	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	3	3	2	1	4	2	3	3	3	2	4	1	2	2	1	3	1	2	1	1	2	2	3	2	1	1	3	3	3	4	3	2	7	2	1	1	11	4	1.63552267767586
1898	3	1	1	1	1	3	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	2	3	1	4	11	4	0.611577286317154
1899	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	5	5	5	5	9	5	2	3	3	4	5	5	5	1	1	5	1	3	2	5	1	5	1	1	1	5	1	1	9	5	5	5	11	1	2	2	3	3	0.634055564178516
1900	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	3	2	3	4	4	1	2	2	2	2	2	1	2	1	3	1	1	1	1	2	2	1	1	1	2	3	3	3	3	3	2	3	3	2	1	7	5	1.47009185879819
1901	2	1	1	1	1	2	2	2	1	2	1	9	9	9	9	9	1	2	3	1	2	2	1	1	1	1	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	3	2	2	1	1	2	7	3	0.741922884569034
1902	2	1	2	1	4	2	2	2	1	1	2	9	9	9	9	9	1	1	2	2	2	3	1	1	4	2	3	2	3	1	1	4	1	1	1	2	1	1	1	2	2	3	3	3	3	1	1	1	3	3	2	3	77	3	0.0458156835819442
1903	2	1	1	1	3	4	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	1	2	1	2	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	3	3	3	3	2	4	1	2	2	1	1	11	4	0.918480387762272
1904	3	1	1	1	1	4	1	2	2	2	2	2	2	2	2	2	2	2	1	1	4	3	1	1	2	1	4	1	2	1	1	4	1	1	1	1	1	1	1	3	1	3	3	3	3	2	4	2	7	0	2	1	9	3	0.999273881741813
1905	2	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	3	2	2	1	4	3	1	2	4	3	4	1	4	1	1	4	1	2	2	2	2	1	1	2	2	3	3	3	3	2	2	3	6	5	1	3	12	3	2.0066175753106
1906	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	1	1	1	3	4	2	1	1	2	1	3	2	2	1	1	4	1	1	1	1	2	1	1	2	2	2	3	3	3	2	2	2	9	1	2	1	9	5	0.758672815276238
1907	2	1	1	1	3	3	1	2	2	2	2	2	1	2	2	2	3	3	2	1	4	3	1	1	3	2	4	2	2	2	2	4	2	1	1	2	1	1	2	2	2	3	3	3	3	2	3	2	10	0	1	4	12	3	0.227955436963368
1908	3	1	2	1	1	2	2	2	2	2	2	9	9	9	9	9	2	3	1	2	3	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	3	3	3	9	9	9	6	1	2	1	6	5	2.0656111373678
1909	2	1	1	1	4	3	1	2	2	2	2	2	1	2	2	2	3	3	2	3	4	3	1	2	3	5	3	2	3	1	1	3	2	2	1	2	2	2	2	2	1	3	3	3	3	2	3	2	6	5	1	1	12	3	3.02215941968979
1910	3	1	1	1	2	4	1	2	2	2	2	2	1	2	2	2	3	3	3	2	4	4	2	1	1	4	4	3	3	3	2	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	3	2	3	0	2	3	11	1	0.990926287118611
1911	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	1	1	2	1	4	1	3	1	1	3	1	2	2	2	1	1	1	3	3	3	3	2	3	2	4	1	9	0	1	1	5	3	1.38762115858941
1912	2	1	2	2	2	1	2	2	1	2	2	9	9	9	9	9	3	3	2	3	4	3	1	1	3	2	3	2	2	2	1	3	2	2	2	2	2	2	3	4	4	4	3	3	3	2	2	3	6	5	2	4	9	1	0.0491033550666663
1913	2	1	1	1	2	3	1	2	2	2	2	1	2	2	2	2	2	2	2	1	3	3	1	1	2	3	3	2	2	2	1	3	2	2	2	1	2	1	2	3	3	3	3	3	3	2	2	3	8	5	1	4	13	2	1.64246341179132
1914	3	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	3	3	3	3	1	1	1	3	3	2	2	2	2	5	5	2	1	1	1	1	1	1	1	1	3	3	3	3	3	1	9	5	2	3	9	2	0.833957300656326
1915	2	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	1	1	3	4	1	3	1	1	1	2	3	1	4	1	2	4	1	2	2	2	2	2	1	1	1	2	3	3	3	2	2	2	2	0	2	3	11	1	1.01307126073322
1916	3	1	1	1	3	3	1	2	2	2	2	2	1	2	2	2	3	3	3	3	4	2	1	1	1	1	3	1	2	1	1	4	2	2	2	1	1	1	1	2	1	3	3	3	3	2	4	1	6	1	2	1	9	4	1.42233005028354
1917	3	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	3	2	2	3	2	2	2	2	1	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	2	2	1	5	3	2	2	9	3	0.551079441945243
1918	2	1	1	1	4	3	1	2	2	2	2	2	1	2	2	2	2	2	3	1	2	3	1	1	3	4	4	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	3	2	2	2	2	1	1	3	11	2	1.08966826286202
1919	2	1	2	2	3	2	1	2	1	1	2	9	9	9	9	9	3	3	2	3	4	4	1	1	1	2	4	2	1	2	2	5	1	2	1	5	1	1	2	4	3	4	3	3	3	2	4	2	6	3	2	2	3	1	1.0631421704987
1920	2	1	2	1	3	3	2	2	2	2	2	9	9	9	9	9	2	3	2	1	2	2	1	1	1	2	3	1	2	1	1	2	2	2	1	1	1	2	1	2	1	2	3	2	3	3	3	1	8	2	1	1	11	5	1.50003099090305
1921	2	1	2	1	1	4	1	2	2	2	2	2	2	2	2	2	3	3	2	3	4	3	1	2	4	3	3	2	2	2	1	3	2	3	2	3	2	3	2	4	4	2	3	2	2	3	3	2	9	1	1	1	9	4	1.00243095278779
1922	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	3	3	1	3	3	1	1	1	2	3	1	1	1	2	3	2	2	2	1	1	2	1	3	3	2	3	3	3	2	3	3	6	3	1	1	9	4	0.129038019864948
1923	3	1	1	1	3	3	1	2	2	2	2	2	1	2	2	2	3	3	2	1	3	4	1	1	1	3	4	1	2	2	2	2	2	2	2	2	2	2	2	3	1	2	3	3	3	3	3	2	9	1	2	1	11	3	0.106091201652364
1924	2	1	2	2	2	2	2	2	2	2	2	9	9	9	9	9	2	3	2	1	4	2	1	1	2	2	3	1	4	1	1	5	5	2	2	2	2	2	2	1	1	1	3	3	3	4	4	2	6	1	1	1	7	4	0.770038603148257
1925	2	1	1	1	1	3	1	2	2	1	2	2	2	2	2	2	1	3	1	1	1	1	1	2	2	2	4	1	3	1	1	3	2	2	2	2	1	2	1	1	1	2	3	3	3	4	4	5	3	3	2	4	11	3	0.274869550669631
1926	2	1	1	1	3	1	2	2	2	2	2	6	6	6	6	6	3	3	2	3	4	4	1	2	3	5	1	1	3	1	1	5	2	2	3	3	3	2	1	3	3	3	1	1	1	4	4	2	77	2	2	1	5	1	3.88424213283045
1927	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	3	1	3	4	4	1	1	3	2	3	2	3	2	2	3	5	2	2	1	1	2	2	2	2	3	3	3	3	3	3	3	6	2	1	1	7	3	0.123776795882698
1928	3	1	1	1	3	3	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2	3	1	1	2	2	3	1	3	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	11	5	1	2	77	5	1.75147731396564
1929	2	1	1	1	2	4	2	2	2	2	2	2	1	2	2	2	2	3	2	1	3	3	1	1	3	4	4	1	3	2	2	2	2	1	1	1	1	1	2	3	2	2	3	3	3	3	4	2	8	2	1	2	12	3	0.493534714502464
1930	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	3	4	3	1	4	3	1	1	2	3	4	2	2	2	1	2	2	2	2	2	2	1	1	3	3	4	3	3	2	3	4	2	8	2	2	1	77	5	0.139789496525778
1931	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	2	2	1	1	4	2	1	2	3	2	5	2	2	1	5	4	2	1	1	1	1	1	1	1	1	1	3	3	3	5	5	1	7	3	1	3	77	5	0.816853641040027
1932	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	1	1	1	5	3	5	3	3	1	2	3	2	1	2	1	1	1	1	1	1	3	3	3	1	1	5	7	3	1	4	11	3	0.493554216450716
1933	2	1	2	1	1	2	2	2	2	2	2	9	9	9	9	9	1	1	4	3	1	4	1	1	2	3	4	1	5	1	1	4	2	2	1	1	1	1	1	1	1	1	3	3	3	1	2	1	5	0	2	1	88	5	0.238658220133957
1934	2	1	1	1	1	4	1	2	2	2	2	2	1	2	2	2	2	3	2	1	3	3	2	2	2	1	3	2	2	1	2	2	2	2	1	1	1	1	1	3	2	3	3	3	3	2	2	2	3	0	1	3	12	3	1.02974474539246
1935	3	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	1	3	2	2	3	2	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	3	3	3	1	4	1	9	2	2	1	9	5	3.79468249695662
1936	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	2	3	2	3	4	3	2	2	5	3	4	1	4	1	1	3	2	2	1	1	1	1	1	3	2	3	3	3	3	2	5	1	7	0	1	1	10	4	1.86905942671738
1937	2	1	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	4	1	1	1	1	3	2	3	1	1	3	2	1	1	2	1	2	1	2	2	3	3	3	2	1	1	2	10	1	2	3	13	2	1.24720032446958
1938	2	1	1	1	2	2	2	2	2	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	3	5	3	2	1	2	1	4	2	1	1	1	1	1	1	2	2	2	3	3	3	2	2	1	6	5	2	4	13	2	0.720928403946281
1939	2	1	2	2	1	1	2	2	1	1	2	9	9	9	9	9	4	3	2	4	4	4	2	5	1	3	2	2	3	1	1	4	1	2	2	2	2	1	1	1	1	4	3	3	3	5	2	5	4	3	1	4	10	1	1.83731523359172
1940	3	1	2	1	1	4	1	2	2	2	2	2	1	2	2	2	2	2	2	1	3	3	1	1	2	1	4	2	3	1	2	3	2	1	1	1	1	2	1	2	1	2	3	3	2	3	3	1	6	0	1	1	10	3	1.16152656713442
1941	2	1	2	2	3	1	2	2	1	2	2	9	9	9	9	9	4	3	3	3	3	3	1	2	2	1	3	2	2	1	1	4	2	2	1	1	1	1	1	2	2	3	3	3	3	3	3	2	3	3	2	2	12	1	2.23011096497699
